slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
1216,1215,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=3;0@2=1;0@3=1;0@4=6;0@5=4;0@8=1;1@1=1;1@2=1;1@4=1;1@5=2;1@8=1;1@7=1;2@7=1;3@1=1;3@5=1;4@1=1;4@4=1;4@8=1;4@7=1;4@6=1;4@9=1;5@2=1;5@3=1;5@6=1;5@9=1;6@2=3;6@3=1;6@4=1;6@5=1;6@7=1;7@2=2;7@8=1;8@1=1;8@2=1;8@4=1;8@5=1;8@7=1;8@6=1;8@9=1;9@1=1;9@2=2;9@3=1;9@4=3;9@5=2;9@6=1;9@9=2;9@0=1,"1,2,3,4,5,8,7,6,9,0",66,47,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1217,1216,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@4=4;0@7=1;0@9=1;1@1=4;1@2=3;1@0=1;1@6=2;1@8=1;3@1=2;3@2=1;3@4=1;3@7=1;3@9=1;3@8=1;4@2=1;4@4=1;4@7=2;4@9=1;4@0=1;4@3=1;4@5=1;5@1=1;5@2=1;5@4=3;5@9=1;5@6=1;5@5=1;6@2=3;6@9=1;6@8=1;7@2=1;7@7=1;7@9=1;7@8=1;8@1=1;8@2=2;8@4=1;8@7=1;8@9=1;8@0=2;8@6=1;8@8=1;9@2=4;9@4=2;9@7=1;9@9=1;9@0=3;9@6=3;9@3=1,"1,2,4,7,9,0,6,8,3,5",76,51,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1218,1217,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@8=1;1@1=2;1@2=2;1@8=3;1@0=1;2@8=1;3@2=1;3@8=2;3@4=3;3@5=1;3@7=1;4@2=1;4@8=1;4@6=2;4@9=2;5@2=1;5@7=1;5@6=1;5@3=1;6@2=1;7@1=1;7@2=4;7@4=1;7@7=1;7@3=1;8@1=1;8@2=3;8@0=1;8@5=1;8@7=1;8@6=2;8@9=2;9@1=1;9@5=1;9@6=1;9@9=2;9@3=4,"1,2,8,0,4,5,7,6,9,3",59,39,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1219,1218,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@4=2;0@6=2;0@7=2;0@9=1;1@1=1;1@4=1;1@6=1;1@0=1;1@5=1;3@1=1;3@4=1;3@7=1;3@9=1;3@0=1;3@3=1;4@2=3;4@6=2;4@7=1;4@9=1;4@5=1;4@8=1;5@1=1;5@3=1;6@4=2;7@1=1;7@2=1;7@4=1;7@5=1;7@3=1;8@2=1;8@4=1;8@7=2;8@9=1;8@0=1;8@5=1;9@2=3;9@4=2;9@9=2;9@8=1,"1,2,4,6,7,9,0,5,3,8",54,41,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1220,1219,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=1;0@4=1;0@9=1;1@1=1;1@3=1;1@4=1;1@7=1;1@8=2;2@3=1;2@4=1;2@7=1;2@6=1;3@1=1;3@2=1;3@3=1;3@4=2;3@0=2;4@4=1;4@9=1;4@5=2;5@1=2;5@2=2;5@4=1;5@8=1;5@6=1;5@0=1;6@1=1;6@8=1;7@1=1;7@2=3;7@9=1;7@7=1;8@2=1;8@3=2;8@4=1;8@7=1;8@6=2;9@2=2;9@7=2;9@6=2;9@5=1,"1,2,3,4,9,7,8,6,0,5",56,43,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1221,1220,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=1;0@6=1;0@8=1;0@9=2;1@0=2;1@2=4;1@6=3;1@8=2;1@9=5;1@1=1;1@4=2;2@0=1;2@8=1;2@5=1;3@0=1;3@2=1;3@1=1;3@4=2;3@5=1;3@3=1;4@2=3;4@1=2;4@5=2;4@7=3;5@2=1;5@8=1;5@1=1;5@4=1;6@9=1;6@7=1;7@2=1;7@6=1;8@0=1;8@6=1;8@4=1;9@2=2;9@9=2;9@1=1;9@3=1;9@7=1,"0,2,6,8,9,1,4,5,3,7",63,41,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1222,1221,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=4;0@3=2;0@4=5;0@5=2;0@8=2;0@9=2;1@1=1;1@2=3;1@3=1;1@4=1;1@5=1;1@8=1;1@9=1;1@0=1;1@7=1;2@9=1;2@0=1;3@2=2;3@4=4;3@5=1;3@9=1;3@0=1;3@7=1;4@1=3;4@2=2;4@3=1;4@4=4;4@5=2;4@8=3;4@0=2;4@7=1;4@6=1;5@1=3;5@2=2;5@4=1;5@5=1;5@6=1;6@4=1;6@5=1;7@1=3;7@4=2;7@8=1;7@9=2;7@6=1;8@1=1;8@2=1;8@3=1;8@8=1;8@9=1;8@0=2;8@7=1;8@6=1;9@1=3;9@2=2;9@4=3;9@8=2;9@9=1;9@0=1;9@7=3;9@6=1,"1,2,3,4,5,8,9,0,7,6",104,61,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1223,1222,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=3;0@2=3;0@3=2;0@4=2;0@6=2;0@7=2;0@8=1;0@9=1;1@1=1;1@2=3;1@4=2;1@7=1;1@8=2;1@9=2;1@5=1;2@0=1;2@4=1;2@5=1;3@0=2;3@1=1;3@2=1;3@6=1;3@8=2;3@5=2;4@0=2;4@2=3;4@4=1;4@6=1;4@8=1;4@9=1;5@0=1;5@1=2;5@3=1;5@4=2;6@0=1;6@1=1;6@2=1;6@3=2;6@4=1;6@7=1;6@8=2;7@2=2;7@3=1;7@4=2;7@6=1;7@7=1;7@9=1;8@0=1;8@2=3;8@3=1;8@4=1;8@6=1;8@9=1;8@5=1;9@1=1;9@2=1;9@4=4;9@6=1;9@7=1;9@8=2;9@9=1;9@5=2,"0,1,2,3,4,6,7,8,9,5",95,63,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1224,1223,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=2;0@2=4;0@3=1;0@4=1;0@8=3;1@1=2;1@2=2;1@3=2;1@4=2;1@5=1;1@7=1;2@2=1;2@4=1;3@1=2;3@2=1;3@8=1;4@1=1;4@2=2;4@4=3;4@5=2;4@7=2;4@6=1;5@0=1;5@6=1;5@9=2;6@3=1;6@4=1;6@8=1;7@0=2;7@8=1;7@5=1;7@6=1;8@0=2;8@1=1;8@2=1;8@3=1;8@4=2;8@6=1;9@0=1;9@2=1;9@3=2;9@4=1;9@7=1,"0,1,2,3,4,8,5,7,6,9",66,44,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1225,1224,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=3;0@2=3;0@6=1;0@7=1;0@8=1;0@9=1;1@0=1;1@1=2;1@2=2;1@6=1;1@8=1;1@9=1;1@4=1;2@1=3;2@6=2;2@9=1;2@3=1;3@1=1;3@7=1;3@9=1;3@4=2;3@3=2;4@1=1;4@2=2;4@8=1;4@9=2;4@4=1;5@1=1;5@2=1;5@8=1;5@9=1;5@3=1;6@4=2;6@3=1;7@0=1;7@1=1;7@2=1;7@7=2;7@9=1;7@4=1;8@1=1;8@2=1;8@6=2;8@7=1;8@8=1;8@9=2;8@4=1;9@0=1;9@1=1;9@8=1;9@5=1,"0,1,2,6,7,8,9,4,3,5",69,52,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1226,1225,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@3=1;0@8=2;0@9=1;1@2=3;1@4=1;2@6=1;2@7=1;3@2=1;3@8=1;3@4=2;3@7=2;3@0=1;3@1=1;3@5=2;4@4=2;4@6=1;4@7=1;4@1=1;4@5=1;5@8=1;5@9=1;5@4=1;5@6=1;6@2=2;6@4=1;7@2=1;7@7=1;7@1=1;8@8=1;8@9=1;8@4=1;8@7=2;8@1=3;8@5=1;9@2=2;9@4=1;9@6=1;9@0=1;9@1=1,"2,3,8,9,4,6,7,0,1,5",52,40,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1227,1226,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@3=1;0@4=1;1@5=1;1@7=2;3@1=1;3@2=1;3@4=1;3@8=1;4@1=2;4@3=1;4@4=1;4@7=1;4@8=1;5@9=1;6@1=1;6@4=2;7@2=2;7@5=1;7@7=1;7@8=1;7@9=1;8@8=2;9@3=1;9@4=1;9@6=1,"1,2,3,4,5,7,8,9,6",33,27,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1228,1227,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@5=1;0@6=1;0@8=2;1@1=1;1@4=2;1@7=2;1@9=1;3@1=2;3@9=1;3@2=1;4@6=1;4@8=2;4@1=3;4@9=1;4@2=1;4@0=3;5@8=1;5@1=1;5@4=1;5@2=2;5@0=1;6@6=2;6@2=1;6@3=1;7@7=1;7@3=3;8@6=1;8@1=2;8@4=1;8@7=1;9@6=1;9@1=1;9@4=1;9@7=1;9@2=2;9@0=1,"5,6,8,1,4,7,9,2,0,3",51,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1229,1228,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=2;0@3=1;0@4=2;0@5=1;0@6=1;0@8=1;0@9=1;1@2=2;1@3=1;1@4=2;1@5=1;1@6=1;1@8=1;1@9=1;1@1=2;1@7=2;2@2=1;2@4=2;3@2=3;3@4=1;3@8=1;3@1=2;3@7=2;4@2=1;4@3=1;4@4=3;4@8=1;4@9=1;4@1=1;4@0=2;5@2=1;5@4=2;5@9=2;5@1=2;6@2=3;6@3=1;6@4=1;6@6=1;6@0=1;7@3=1;7@4=1;7@9=1;7@0=2;8@2=1;8@3=3;8@4=4;8@6=1;8@1=1;8@7=1;8@0=2;9@2=2;9@3=2;9@4=1;9@5=2;9@6=2;9@8=1;9@1=1,"2,3,4,5,6,8,9,1,7,0",87,57,0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1230,1229,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@3=2;0@4=2;0@5=1;0@6=1;0@7=1;0@8=1;0@9=1;1@1=1;1@3=1;1@4=3;1@6=1;1@7=1;1@9=2;1@0=1;1@2=2;2@1=1;2@0=2;3@1=3;3@3=1;3@4=1;3@5=1;3@9=1;3@2=3;4@1=2;4@3=3;4@4=3;4@7=1;4@9=1;4@2=2;5@3=1;5@4=3;5@9=1;5@2=2;6@1=1;6@4=1;6@9=2;6@0=1;7@1=1;7@3=1;7@4=2;7@9=1;7@0=1;7@2=1;8@1=2;8@4=2;8@8=1;8@0=1;8@2=4;9@1=3;9@4=3;9@7=1;9@8=1;9@9=1;9@2=4,"1,3,4,5,6,7,8,9,0,2",89,55,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1231,1230,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=3;0@3=1;0@4=2;0@9=2;1@2=2;1@4=1;1@9=1;1@1=1;1@5=2;2@4=2;2@6=2;3@2=4;3@3=2;3@1=1;3@6=1;3@0=1;3@7=1;3@8=2;4@2=1;4@9=2;4@1=1;4@5=1;4@6=1;4@8=2;5@2=1;5@9=1;5@1=1;5@5=1;5@7=1;6@4=1;6@5=2;7@2=1;7@4=1;7@9=1;7@1=1;8@2=3;8@3=1;8@4=2;8@9=1;8@1=1;8@5=1;8@0=1;8@7=1;8@8=6;9@2=1;9@4=4;9@5=3;9@6=1;9@0=1;9@8=3,"2,3,4,9,1,5,6,0,7,8",81,50,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1232,1231,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=4;0@3=1;0@4=2;0@5=2;0@7=4;1@2=2;1@1=1;1@8=1;1@9=3;2@2=1;2@0=1;3@2=4;3@4=2;3@7=1;3@0=2;4@2=3;4@3=1;4@4=3;4@1=1;4@8=1;4@6=1;5@2=1;5@3=1;5@5=1;5@7=2;5@1=1;5@6=1;6@4=2;6@5=1;6@8=1;6@9=1;7@2=1;7@4=2;7@7=1;7@1=1;7@6=2;8@2=2;8@3=1;8@4=1;8@1=1;8@9=1;8@0=1;8@6=2;9@2=1;9@4=2;9@7=1;9@1=4;9@8=1;9@9=1,"2,3,4,5,7,1,8,9,0,6",79,49,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1233,1232,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=4;0@3=1;0@4=2;1@1=1;1@2=1;1@4=2;1@7=1;2@6=1;3@0=1;3@2=3;3@3=1;3@4=1;3@7=1;3@6=1;3@8=1;4@1=1;4@2=3;4@3=1;4@4=3;4@7=1;4@8=1;4@9=1;5@0=1;5@4=3;6@1=2;6@2=1;6@4=1;6@6=1;6@8=2;6@5=2;7@1=1;7@2=2;8@0=1;8@2=2;8@8=1;9@2=2;9@3=1;9@4=3;9@7=1;9@8=1,"0,1,2,3,4,7,6,8,9,5",63,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1234,1233,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@4=1;0@5=1;0@8=1;1@8=1;1@1=1;2@2=1;2@1=1;3@2=3;3@1=1;3@0=1;3@3=1;3@9=1;4@2=2;4@8=1;4@1=1;4@3=1;4@9=1;4@7=2;5@2=2;5@0=1;5@3=1;5@9=1;6@3=1;7@2=2;7@0=1;7@6=1;8@2=3;8@4=1;8@3=1;8@7=1;9@4=4;9@9=1;9@6=2,"2,4,5,8,1,0,3,9,7,6",46,34,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1235,1234,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@3=1;0@4=3;0@5=1;0@9=1;1@9=2;1@2=2;1@7=1;2@4=2;2@6=1;3@4=4;3@5=1;3@2=1;3@0=1;4@1=1;4@4=3;4@8=1;5@4=2;6@2=1;6@6=1;6@0=1;7@7=1;7@6=1;8@1=2;8@3=2;8@2=1;8@6=1;9@1=1;9@4=2;9@2=2;9@8=2,"1,3,4,5,9,2,7,6,0,8",47,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1236,1235,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@3=1;0@5=2;0@7=2;1@0=2;1@3=1;1@4=1;1@8=1;1@9=1;2@7=1;2@4=1;3@7=1;3@4=1;3@8=1;3@2=3;3@6=1;4@3=1;4@5=1;4@4=2;4@8=2;4@2=2;4@1=1;5@4=2;5@9=1;5@1=2;6@4=2;6@6=1;7@3=1;7@5=1;7@8=1;7@9=1;7@6=1;7@1=1;8@7=1;8@8=1;8@6=1;8@1=1;9@0=1;9@7=1;9@4=4;9@6=1,"0,3,5,7,4,8,9,2,6,1",56,41,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1237,1236,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=4;0@1=6;0@2=4;0@3=2;0@4=2;0@5=3;0@6=2;0@7=3;0@8=2;1@0=1;1@1=6;1@2=5;1@3=4;1@4=2;1@5=3;1@7=1;1@9=3;2@1=1;2@2=3;2@6=2;2@8=1;3@1=5;3@2=1;3@3=1;3@4=6;3@5=3;3@6=1;3@8=1;3@9=1;4@0=2;4@1=4;4@2=4;4@3=5;4@4=4;4@5=4;4@6=5;4@7=3;4@8=4;4@9=1;5@1=4;5@2=3;5@3=6;5@4=3;5@5=3;5@6=2;5@7=1;5@8=1;6@1=2;6@2=1;6@4=2;6@5=1;6@6=4;6@8=2;6@9=1;7@1=1;7@2=1;7@3=1;7@4=2;7@5=2;7@7=3;8@0=2;8@1=1;8@2=2;8@4=4;8@6=1;8@7=1;8@8=1;8@9=1;9@0=1;9@1=5;9@2=4;9@3=2;9@4=1;9@5=1;9@6=3;9@7=2;9@8=2;9@9=1,"0,1,2,3,4,5,6,7,8,9",196,78,0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1238,1237,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=3;0@2=3;0@3=2;0@4=2;0@5=5;0@6=1;0@7=1;0@8=1;0@9=1;1@1=3;1@2=3;1@3=3;1@4=3;1@5=3;1@8=4;1@9=2;1@0=5;2@2=1;2@6=1;3@1=6;3@2=4;3@3=2;3@4=6;3@5=1;3@6=3;3@7=3;3@8=1;3@9=2;4@1=1;4@2=5;4@3=6;4@4=4;4@5=7;4@6=4;4@7=1;4@8=2;4@9=2;4@0=3;5@1=6;5@2=1;5@4=4;5@5=1;5@6=1;5@8=4;5@0=3;6@1=3;6@2=5;6@7=1;6@8=2;6@0=2;7@1=2;7@3=4;7@4=1;7@6=1;7@7=1;7@8=2;7@9=1;7@0=3;8@1=1;8@2=5;8@4=2;8@5=1;8@6=1;8@9=1;8@0=1;9@1=3;9@3=4;9@4=4;9@5=1;9@6=1;9@7=2;9@8=1;9@9=2;9@0=4,"1,2,3,4,5,6,7,8,9,0",192,74,0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1239,1238,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@2=4;0@4=4;0@5=2;0@6=1;0@7=2;0@8=1;0@9=2;1@0=1;1@1=1;1@2=4;1@4=7;1@6=2;1@7=1;1@8=3;1@9=1;1@3=2;2@2=2;2@5=1;2@6=1;2@8=2;2@3=1;3@0=4;3@1=3;3@2=2;3@4=1;3@5=2;3@6=2;3@7=1;3@8=1;3@9=3;3@3=2;4@0=1;4@1=2;4@2=12;4@4=4;4@6=4;4@8=3;4@9=2;4@3=4;5@0=2;5@1=1;5@2=5;5@4=9;5@5=1;5@6=1;5@7=2;5@9=1;6@0=1;6@2=3;6@4=4;6@7=1;6@8=3;6@9=1;6@3=1;7@0=2;7@2=2;7@4=3;7@5=3;7@6=4;7@8=1;7@3=1;8@0=1;8@1=1;8@2=3;8@4=4;8@5=1;8@8=2;8@9=1;8@3=3;9@0=1;9@1=2;9@2=3;9@4=1;9@5=2;9@6=3;9@8=2;9@9=2;9@3=3,"0,1,2,4,5,6,7,8,9,3",188,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1240,1239,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@4=2;0@5=2;0@6=2;0@8=2;0@9=1;1@0=3;1@1=4;1@2=4;1@4=1;1@5=3;1@6=1;1@3=2;2@0=1;2@2=1;2@5=1;2@9=1;3@0=1;3@2=4;3@4=3;3@8=2;3@9=4;3@7=2;4@0=2;4@1=2;4@2=2;4@4=2;4@6=5;4@8=3;4@9=2;4@3=2;4@7=1;5@0=1;5@1=5;5@2=3;5@5=3;5@8=2;5@9=2;5@7=1;6@1=3;6@4=4;6@8=1;6@9=2;6@3=1;6@7=2;7@0=1;7@2=1;7@4=2;7@6=3;7@8=1;7@7=1;8@0=1;8@1=1;8@4=4;8@9=1;9@0=2;9@1=2;9@2=3;9@4=6;9@6=2;9@8=1;9@9=5;9@3=1;9@7=1,"0,1,2,4,5,6,8,9,3,7",140,66,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
1241,1240,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=1;0@2=2;0@3=1;0@4=2;0@6=1;0@7=1;0@8=2;0@9=1;1@1=1;1@2=4;1@4=4;1@6=1;1@7=1;1@9=1;1@5=3;2@1=1;2@2=1;3@1=2;3@4=3;3@7=2;3@8=1;3@9=1;4@1=4;4@2=1;4@3=1;4@4=5;4@6=2;4@7=2;4@8=1;4@9=1;4@5=2;5@0=1;5@1=2;5@2=2;5@3=1;5@4=4;5@6=2;5@7=2;5@8=2;5@9=2;6@2=2;6@6=1;6@9=1;7@2=1;7@4=1;7@7=1;7@9=1;7@5=1;8@0=1;8@2=2;8@3=3;8@4=2;8@7=1;9@0=1;9@1=2;9@2=1;9@4=2;9@6=1;9@7=2;9@8=1;9@9=1,"0,1,2,3,4,6,7,8,9,5",105,62,0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
